,name,state,city,address,lattitude,longitude,Total_Slots,6AM-11AM_Booked_slots,11AM-4PM_Booked_slots,4PM-10PM_Booked_slots,label_6AM_11AM,label_11AM_4PM,label_4PM_10PM
138,The Moonshine Project restaurant Jubilee Hills,Rajasthan,Hyderabad,"385, Road Number 82, Film Nagar, Jubilee Hills, ",17.41419983,78.40769958,8,1,6,3,TRUE,TRUE,TRUE
139,Almond House Banjara Hills,Tamilnadu,Hyderabad,"8-2-350/3/1, Next to Meena Bazar, Rd Number 3, Panchavati Society Colony, AK Enclave, Green Valley, Banjara Hills, Hyderabad, Telangana ",17.4270191,78.4434192,7,5,6,4,TRUE,FALSE,TRUE
140,Go Native,Tamilnadu,Bengaluru,"#64, 10th Main Rd, 4th Block, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",12.922504,77.58476,6,1,3,1,TRUE,TRUE,TRUE
141,TORQ92,Tamilnadu,Bengaluru,"15, 5th Cross Road, Shantivana, Next to Sterling Park Apts, Kodigehalli Main Road, Sahakara Nagar, Bengaluru",13.057629,77.5871507,10,10,7,8,FALSE,TRUE,TRUE
142,AtherSpace Indiranagar,Tamilnadu,Bengaluru,"53, - 3rd main, 100th Feet Road, Defence Colony, Indira Nagar",12.97560024,77.6411972,6,1,6,5,TRUE,FALSE,FALSE
143,Royal Airavatha,Telangana,Bengaluru," #749/1, Near R V Engineering College",12.92230034,77.49549866,7,6,5,1,FALSE,TRUE,TRUE
144,Kriyates - Thoraipakkam,Telangana,Chennai,"No.361,Omr Escapade, Mada Koil Street, Okkiam, Thoraipakkam, Vivekananda Nagar, Thoraipakkam, Chennai, Tamil Nadu 600097",12.924971,80.233677,10,3,1,2,TRUE,TRUE,TRUE
145,Phoenix Market City - Velachery,Telangana,Chennai,"142, Velachery Rd Indira Gandhi Nagar, Velachery Chennai, Tamil Nadu 600042",12.9914084,80.2143054,10,8,2,6,TRUE,TRUE,TRUE
146,Forum Vijaya Mall - Vadapalani,Telangana,Chennai," B1 Basement, No. 183, Arcot Road, NSK Salai, Vadapalani, Chennai, Tamil Nadu 600026",13.049952,80.209499,10,5,9,7,TRUE,FALSE,TRUE
147,Ampa Skywalk,Telangana,Chennai,"No:1, Nelson Manickam Road, 627, Poonamalee High Road, Aminjikara",13.0734394,80.2214957,9,1,3,9,TRUE,TRUE,FALSE
148,AtWorks - Guindy,Uttarakhand,Chennai,"39, North Parade Road, Chakrapani Colony, St Thomas Mount, Chennai, Tamil Nadu ",13.0060668,80.1999835,9,8,4,1,FALSE,TRUE,TRUE
149,Cafe Azzure,Uttrakhand,Bengaluru,"No 315, CMR Road, 3rd Block, HRBR Layout, Kalyan Nagar,",13.023563,77.635275,9,9,3,1,FALSE,TRUE,TRUE
150,Almond House Kukatpally,Westbengal,Hyderabad,"490, JNTU - Hitech City Road, K P H B Phase 3, Kukatpally, Hyderabad, Telangana",17.485859,78.39042,9,8,5,1,FALSE,TRUE,TRUE
151,Sarath City Capital Mall,Harayana,Hyderabad,"Capital Mall, GF-070 & 071, Sarath City, Gachibowli - Miyapur Rd, Forest Dept Colony, Kondapur, Hyderabad, Telangana ",17.456842,78.364575,4,1,1,4,TRUE,TRUE,FALSE
152,Atherspace Chennai,Chandigarh,Chennai,"No.153, Wallace Garden 2nd St, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600006",13.060965,80.248509,8,1,4,3,TRUE,TRUE,TRUE
153,Athergrid CP,Haryana,Delhi,"A 221 road no 6, D Block, Connaught Place, New Delhi, 110037",28.633714,77.221904,7,1,7,3,TRUE,FALSE,TRUE
154,The Bangalore Bakery,Maharashtra,Bengaluru,"No 30, Ground Floor, 1st Cross Road, Malleshwaram, ",12.9941754,77.57121,9,3,7,8,TRUE,TRUE,FALSE
155,Almond House SD Road,Delhi,Hyderabad,"9-1-109/1B, Regimental Bazaar, Shivaji Nagar,",17.441011,78.503158,4,1,2,3,TRUE,TRUE,TRUE
156,Chai Kahani - Sainikpuri,Hyderabadu00A0,Hyderabad,"colony, 1st Cross Vayupuri, Verka Residency, Vayupuri, Sainikpuri",17.486819,78.5431269,6,1,6,5,TRUE,FALSE,FALSE
157,"Swiss Castle, Vidyanagar",Punjab,Hyderabad,"2-1-565/F/4, Nallakunta Main Rd, Vidya Nagar, Adikmet, Hyderabad",17.400595,78.508078,5,1,1,1,TRUE,TRUE,TRUE
158,Bliss Bakery & Cafe,Delhi,Pune,"Narayan Tower, near, Narayan Annaji Shinde Rd, Salunkhe Vihar Society, Kondhwa, Pune, Maharashtra ",18.4788385,73.9013856,6,5,5,6,FALSE,FALSE,FALSE
159,Flip Side,Delhi,Hyderabad,"ISB Rd, Financial District, Nanakramguda, Hyderabad, Telangana",17.4139784,78.3275492,10,6,1,7,TRUE,TRUE,TRUE
160,Taj Mahal Hotel,Tamilnadu,Hyderabad,"5-9-502, Gun Foundry Street Number 1, Gun Foundry, Abids",17.3916834,78.4766724,6,2,2,6,TRUE,TRUE,FALSE
161,Sai Menaka Commercial Complex,Tamilnadu,Bengaluru,"1599/01, BB Main Road, Nehru Nagar, Next to Old Postoffice, Old Town, Yelahanka",13.098157,77.59673,4,4,1,3,FALSE,TRUE,TRUE
162,IDC Kitchen,Gujarat,Bengaluru,"No 67, 80 Feet Road, KGEHBS Layout, Devasandra, RMV 2nd Stage, Armane Nagar,",13.028052,77.572997,8,5,4,2,TRUE,TRUE,TRUE
163,Kalinga Veg Gourmet Kitchen,Kerala,Pune,"1st - 3rd Floor, House of Nosh, CTS 1365, Gulawani Maharaj Road, Swaroop Society, Vakil Nagar, Erandwane, Pune, Maharashtra ",18.5050103,73.8316238,10,4,6,7,TRUE,TRUE,TRUE
164,CopaCabana,Maharashtra,Pune,"Near, Aundh-Wakad Road, Jagtap Dairy Rd, Vishal Nagar, Pune, Maharashtra 411027",18.5887678,73.7825231,7,1,5,2,TRUE,TRUE,TRUE
165,TamTree,Andhrapradesh,Pune,"Shop No.5, Pragati Bhavan, Behind Natural Ice Cream shop, Ghole Rd, near Bal Gandharva Chowk, Shivajinagar, Pune, Maharashtra ",18.5231567,73.8476929,9,1,2,5,TRUE,TRUE,TRUE
166,KB's Woodlands,Taminadu,Pune,"B J Road Railway Station, Sadhu Vaswani Rd, near Pune, Maharashtra,Sadhu Vaswani Chowk",18.525182,73.8758609,8,1,1,7,TRUE,TRUE,FALSE
167,"Sangeetha Mobiles, Chandra Layout",Tamilnadu,Bengaluru,"Shop #89/A, G Floor, 9th Cross Rd, Chandra Layout",12.9607,77.529186,9,1,3,8,TRUE,TRUE,FALSE
168,SPR CHENNAI FOOD COURT,Karnataka,Chennai,"OLD NO: 76 , NEW NO: 112, VANAGARAM, Poonamallee High Rd, Chennai, Tamil Nadu 600095",13.0610823,80.1519339,10,3,6,5,TRUE,TRUE,TRUE
169,VMR Squares,Goa,Chennai,"No. 5 & 6 Next to Tollgate, 200 Feet Radial Rd, Oggiyamduraipakkam, Tamil Nadu",12.9500859,80.2365626,10,10,7,5,FALSE,TRUE,TRUE
170,"Chai Kings, Porur",Gujarat,Chennai,"No - 1/128 Ground Floor, Truck Road Iyyappanthangal, Porur",13.0370409,80.1398795,8,7,1,7,FALSE,TRUE,FALSE
171,Ather Space Hyderabad,Jharkhand,Hyderabad,"Plot no. 1 & 2, Survey No - 64P, Rohini Layout Opp Shilparamam, Hitech City, Madhapur",17.452666,78.380343,7,3,1,7,TRUE,TRUE,FALSE
172,M's Street,Delhi,Chennai,"N0, 396/1, Mambakkam - Medavakkam Main Rd, Munusamy Nagar, Vimala Nagar, Medavakkam",12.9149592,80.1920666,6,5,1,5,FALSE,TRUE,FALSE
173,Noma Talkies,Kerala,Hyderabad,"3-4-99, Nacharam - Mallapur Rd, May Flower Hights, Vivekananda Nagar, Mallapur, Secunderabad, Telangana",17.447469,78.57175,5,1,2,3,TRUE,TRUE,TRUE
174,Regenta Central Antarim,Westbengal,Ahmedabad,"Between Girish Coldrink and Xaviers Corner, Chimanlal Girdharlal Rd, Navrangpura, Ahmedabad, Gujarat ",23.0331669,72.5568133,4,1,1,4,TRUE,TRUE,FALSE
175,"French toast, Panampilly Nagar",Westbengal,Kochi,"8th Cross, Street B, Ambikapuram Rd, Panampilly Nagar, Ernakulam, Kerala",9.960854,76.2939207,9,6,6,2,TRUE,TRUE,TRUE
176,"French Toast, Kacheripady",Bihar,Kochi,"Chittoor Rd, near Westend Eye Hospital, Kacheripady, Kochi, Kerala ",9.9878416,76.2827333,9,1,9,5,TRUE,FALSE,TRUE
177,Centre square mall,Tamil Nadu,Kochi,"40/6972, Mahatma Gandhi Rd, Rajaji Junction, Kochi, Kerala ",9.9779338,76.2808706,6,1,5,3,TRUE,FALSE,TRUE
178,The Food Drama,Tamil Nadu,Ahmedabad,"Besides Geetanjali Party Plot, near sterling cancer hospital Sindhu bhawan road Bodakdev, Ahmedabad, Bodakdev, West, Thaltej, Ahmedabad, Gujarat",23.044056,72.5099616,6,3,1,4,TRUE,TRUE,TRUE
179,Tea Post - The Desi Cafe,Tamil Nadu,Ahmedabad,"Nr. Taj Lane Hotel, Sankalp Square Lane Nr. S. P. Ring Road, Sindhu Bhavan Marg, Road, Ahmedabad, Gujarat",23.04574,72.483755,8,7,5,4,FALSE,TRUE,TRUE
180,Smarttron Automations,Tamil Nadu,Bengaluru,"4th Floor, 1031, 24th Main Rd, 1st Sector, HSR Layout, Bengaluru",12.917819,77.64921,10,4,6,4,TRUE,TRUE,TRUE
181,Blue Tokai Coffee,Tamil Nadu,Mumbai,"Unit 20-22, Laxmi Woollen Mill, Opposite Blue Loft, Dr E Moses Marg, Off, Shakti Mills Ln, Mahalakshmi, Mumbai",18.989356,72.825234,5,1,5,3,TRUE,FALSE,TRUE
182,VR Chennai,Tamil Nadu,Chennai,"Jawaharlal Nehru Rd, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu ",13.0805465,80.197132,5,1,1,4,TRUE,TRUE,TRUE
183,DSL Virtue Mall,Karnataka,Hyderabad,"Near Rajiv Gandhi International Cricket Stadium, Survey Colony, Industrial Development Area, Uppal, Hyderabad, Telangana ",17.3998101,78.5551167,7,1,1,1,TRUE,TRUE,TRUE
184,Jogo Infinite,Karnataka,Kochi,"Louis Line, 3869a, Pandit Karuppan Rd, Perumanoor",9.9447031,76.2925099,8,4,4,7,TRUE,TRUE,FALSE
185,Sixth Avenue Cafe,Karnataka,Calicut,"Ground Floor Baby Arcade, PT Usha Rd, near GatewayHotel, Kozhikode, Kerala ",11.2582475,75.7747771,6,4,2,4,TRUE,TRUE,TRUE
186,Dr. Cafe,Tamil Nadu,Calicut,"Kozhikode - Mavoor - Areacode Rd, Near Hindustan Petroleum, Velliparamba, Kozhikode, Kerala ",11.2698057,75.8436455,10,1,9,3,TRUE,FALSE,TRUE
187,Cafe Kathaa,Tamil Nadu,Pune,"Unnamed Road, Fergusson college campus Rd, Shivajinagar, Pune, Maharashtra 411004",18.52077813,73.84053533,9,3,8,6,TRUE,FALSE,TRUE
188,"Kumaran Silks, T Nagar",Rajasthan,Chennai,"12, Nageswaran Road, Parthasarathi Puram, T. Nagar",13.0406526,80.232646,8,3,7,3,TRUE,FALSE,TRUE
189,Subway Aundh,Bihar,Pune,"1 Samar Paradise, DP Rd, Aundh, Pune, Maharashtra 411007",18.56048188,73.80504099,10,5,7,3,TRUE,TRUE,TRUE
190,"Chai Kings, Sai baba colony",Karnataka,Coimbatore,"No. 546 and 567, NSR Rd, Saibaba Colony, Tamil Nadu ",11.0268889,76.9485693,8,2,5,3,TRUE,TRUE,TRUE
191,Adani Shantigram,Tamil Nadu,Ahmedabad,"Adani Shantigram, Gujarat 382421",23.1606011,72.5427391,9,6,1,1,TRUE,TRUE,TRUE
192,Mugs And Brews - Cafu00e9 Restaurant,Tamil Nadu,Coimbatore,"23A Thudiyalur Road Sivasakthi Nagar, Saravanampatti",11.0809942,76.9911489,6,3,1,2,TRUE,TRUE,TRUE
193,"1944 The Hocco Kitchen, Vaishnodevi ",Uttar Pradesh,Ahmedabad,"Vaishnodevi Cir, Ahmedabad, Gujarat ",23.1347369,72.541765,8,2,4,3,TRUE,TRUE,TRUE
194,Benjamin Bangalee,Maharashtra,Kolkata,"P/122, James Long Sarani, Majhipara, Kolkata, West Bengal ",22.4668437,88.3111551,8,6,1,3,TRUE,TRUE,TRUE
195,Richy Rich - Race course,Tamil Nadu,Coimbatore,"Race Course Rd, Near Park, Race Course, Coimbatore, Tamil Nadu ",10.9984009,76.9765316,7,3,2,5,TRUE,TRUE,TRUE
196,Suba International,West Bengal,Mumbai,"Plot No. 211, Chakala, Sahar Rd, Opposite Cigarette Factory, Andheri East, Mumbai, Maharashtra",19.106207,72.860261,4,1,1,2,TRUE,TRUE,TRUE
197,MCGM Parking || Runwal Anthurium,West Bengal,Mumbai,"Runwal Anthurium Rd, opposite Veena Nagar, Vardhman Nagar, Mulund West",19.18066617,72.94684724,7,5,6,2,TRUE,FALSE,TRUE
198,DLF Chennai,West Bengal,Chennai,"Mount Poonamallee Rd, Manapakkam",13.0223,80.1749,5,1,3,2,TRUE,TRUE,TRUE
199,Kabra Metro One,West Bengal,Mumbai,"14, JP Rd, Aram Nagar, Seven Bunglow, Andheri West",19.13030121,72.82229723,9,2,4,2,TRUE,TRUE,TRUE
200,Lumber Jack,Haryana,Pune,"TechKaTech Innovation Hub, Karve road, Opp to Vandevi Temple, above Hotel Marathi Bana, Mavale Basti, Hingne Budrukh, Karve Nagar, Pune, Maharashtra ,Karve Nagar",18.49311528,73.81548659,5,5,4,1,FALSE,TRUE,TRUE
201,AtherSpace Pune,Haryana,Pune,"805, Bhandarkar Rd, Below Kung Apartments, Deccan Gymkhana, Pune, Maharashtra ",18.5186726,73.8302965,9,5,7,1,TRUE,TRUE,TRUE
202,OMAXE Gurgaon Mall,Rajasthan,Gurugram,"71, Shanti St, Block S, Uppal Southend, Sector 49, Gurugram, Haryana ",28.4109579,77.042484,9,6,5,6,TRUE,TRUE,TRUE
203,MCGM Parking || Club Aquaria,Uttar Pradesh,Mumbai,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",19.2402364,72.8481819,5,1,4,2,TRUE,TRUE,TRUE
204,Focus Mall,Maharashtra,Calicut,"Rajaji Road, Calicut-  Kerala, India",11.2586377,75.7857046,6,4,1,1,TRUE,TRUE,TRUE
205,GM Cycle Parking Stand (Opp to sevai maiyyam),Rajasthan,Chennai,"No 43/G, Station Road, Thirumalairajapuram, Avadi, Chennai, Tamil Nadu ",13.117155,80.09997,6,1,6,6,TRUE,FALSE,FALSE
206,"Grand Mall, Kochi",Maharashtra,Kochi,"Panvel - Kochi - Kanyakumari Hwy, Toll Junction, Edappally, Kochi, Kerala ",10.0244123,76.3089558,10,5,3,2,TRUE,TRUE,TRUE
207,Hotel House Inn,Maharashtra,Noida,"BS-100, Basai, Sector 70, Noida, Uttar Pradesh ",28.5952291,77.3822213,9,4,3,7,TRUE,TRUE,TRUE
208,Kotak Mahindra Bank,Jammu,Indore,"580, Mahatma Gandhi Rd, near Indraprastha Tower, Infront of, Race Course Road, Indore, Madhya Pradesh ",22.7229189,75.8793613,10,2,3,1,TRUE,TRUE,TRUE
209,Dosa Magic,Maharashtra,Indore,"147 B, Moon Palace Colony, Near Annapurna Police Station, Annapurna Road, Indore",22.6959754,75.8422103,4,4,1,3,FALSE,TRUE,TRUE
210,The blue roof Cafe,Telangana,Indore,"236, Bhawarkua Main Rd, near Anand Super 100, Indrapuri Colony, Bhanwar Kuwa, Indore, Madhya Pradesh ",22.689781,75.866902,10,9,5,4,FALSE,TRUE,TRUE
211,Oyo Townhouse 118,Delhi,Delhi,"20, Gagan Vihar, Krishna Nagar ",28.646011,77.296796,10,2,6,7,TRUE,TRUE,TRUE
212,Oyo Townhouse 381,Delhi,Delhi,"D/59, New Seemapuri Rd, Pocket E, Dilshad Colony New Simapuri, Dilshad Garden",28.68902,77.323102,7,7,1,3,FALSE,TRUE,TRUE
213,Nukkad Tea Cafe,Andhra Pradesh,Raipur,"75, Jalvihar Colony Rd, Civil Lines, Raipur, Chhattisgarh",21.2404762,81.6574975,6,1,3,5,TRUE,TRUE,FALSE
214,Aaranyam Restaurant & Cafe ,Chhattisgarh,Raipur,"near Vedanta Balco Medical Center, Sector 24, Nawagaon Parsatti, Naya Raipur, Chhattisgarh ",21.134229,81.7723096,4,1,1,2,TRUE,TRUE,TRUE
215,Ather Space Ahmedabad,Delhi,Ahmedabad,"Shop No. 01, Ground floor, 3rd Eye Vision Opp. Shivalik Plaza, near AMA, Panjrapole CharRasta, Ahmedabad, Gujarat ",23.0281973,72.5432892,8,8,7,2,FALSE,FALSE,TRUE
216,"Cake Bee, Cantonment",Madhya Pradesh,Tiruchirappalli,"3/A, Bharathidasan Salai, near Campion School, Cantonment, Tamil Nadu, Trichy",10.8024024,78.6824181,10,6,4,10,TRUE,TRUE,FALSE
217,"Cake Bee, Singaram Nagar",Kerala,Tiruchirappalli,"Ground Floor, No.7, Singaram Nagar, Kattur, Trichy Tamil Nadu, Trichy",10.7967137,78.7563467,9,5,3,1,TRUE,TRUE,TRUE
218,Aspire - Step Inn Sector 27,Maharashtra,Gurugram," opposite Jan Pratinidhi Apartments, Sector 27, Gurugram, Haryana 122009",28.4672823,77.0927632,9,2,4,8,TRUE,TRUE,FALSE
219,Veg Aroma,Maharashtra,Nashik,"Gangapur Rd, Kale Nagar, Viveka Nand Nagar, Anandvalli, Nashik, Maharashtra ,Gangapur Road",20.0120574,73.7461884,4,1,3,3,TRUE,TRUE,TRUE
220,The Cobble Street,Maharashtra,Nashik,"Gangapur-Savargaon Rd, Nashik, Maharashtra ",20.0144062,73.6983448,8,3,7,5,TRUE,FALSE,TRUE
221,Brown Bites II,Maharashtra,Jaipur,"B-42, Sarthi Marg, Bhan Nagar, Jaipur, Rajasthan ",26.901567,75.751926,5,1,3,3,TRUE,TRUE,TRUE
222,Lodha Florenza,Maharashtra,Mumbai,"On Western Express Highway, adjacent to Hub Mall, Cama Industrial Estate, Goregaon, Mumbai, Maharashtra ,Goregaon",19.15381142,72.85579572,9,4,5,2,TRUE,TRUE,TRUE
223,"Ather Space, Coimbatore",Maharashtra,Coimbatore,"357, Patel Rd, Ram Nagar, Coimbatore, Tamil Nadu ",11.0113482,76.9598159,5,1,1,2,TRUE,TRUE,TRUE
224,K Star Chembur,Maharashtra,Mumbai,"VN Purav Marg Diamond Garden, Basant Garden, Chembur Mumbai, Maharashtra,Chembur",19.05231631,72.90163581,4,1,4,1,TRUE,FALSE,TRUE
225,IIT Madras (ICSR),Chandigarh,Chennai,"Near Gajendra Circle, Opposite to Admin Building, Indian Institute Of Technology, Adyar, Chennai, Tamil Nadu ",12.9917014,80.232102,8,2,5,7,TRUE,TRUE,FALSE
226,"Ather Space, Kochi",Delhi,Kochi,"Ponnurunni-Chalikkavattom Rd, Ponnurunni East, Ponnurunni, Vyttila, Ernakulam, Kerala ",9.98014,76.3173646,10,4,5,7,TRUE,TRUE,TRUE
227,Treehouse Queens Pearl,Maharashtra,Gurugram,"SH 15A, Shanti Nagar, Shivaji Nagar, Sector 11, Gurugram, Haryana ,Gurgaon",28.4493495,77.0315967,6,3,5,1,TRUE,FALSE,TRUE
228,Kala Ghoda Cafe,Maharashtra,Mumbai,"10, Rope Walk Ln, Kala Ghoda, Fort, Mumbai, Maharashtra ",18.92845451,72.83203031,6,2,2,2,TRUE,TRUE,TRUE
229,UB City,Maharashtra,Bengaluru,"No 24, Vittal Mallya Road, KG Halli, D' Souza Layout, Ashok Nagar,",12.971406,77.595799,9,1,5,8,TRUE,TRUE,FALSE
230,Trichi Kaveri Foods Private Limited,Kerala,Tiruchirappalli,"19, Main road, Annamalai Nagar",10.8330993,78.6845337,10,4,5,4,TRUE,TRUE,TRUE
231,Signature Mall,Tamil Nadu,Ghaziabad,"Shop No. 2. Ground Floor Signature Street, G-Block, Govindpuram, Ghaziabad, Uttar Pradesh ",28.69101421,77.48638499,9,5,4,1,TRUE,TRUE,TRUE
232, Hotel Noida International,Maharashtra,Noida,"Nagar Complex Noida Road Opposite Mercedes Showroom, Sector 11, Noida, Uttar Pradesh ,Noida",28.5967575,77.3282689,8,2,7,4,TRUE,FALSE,TRUE
233,Carnival Cinemas Imax,Telangana,Mumbai,"Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",19.0313299,72.8809653,7,5,4,2,TRUE,TRUE,TRUE
234,Hotel Parktel ,Andhra Pradesh,Ghaziabad,"Omaxe Plaza, 583, Vijay Laxmi Pandit Marg, Near, Shakti Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh",28.6463665,77.36784004,7,1,5,4,TRUE,TRUE,TRUE
235,Ardas Televentures Pvt Ltd,Andhra Pradesh,Jaipur,"#147, Rathore Nagar, Amrapali Road, Vaishali Nagar",26.911545,75.74876,5,3,5,2,TRUE,FALSE,TRUE
236,Cue Campus,Madhya Pradesh,Hubli,"B 4 chetan complex opp kims main gate Vidhyagar, PB Rd, Vidya Nagar",15.360651,75.126774,8,1,8,6,TRUE,FALSE,TRUE
237,Sony Center Bellad and Company,West Bengal,Hubli,"Sony Center, Lamington Rd, Deshpande Nagar, Hubli",15.351334,75.141651,9,9,6,8,FALSE,TRUE,FALSE
238,Bellad Towers,Maharashtra,Hubli,"Ground Floor Bannigida Stop, Gokul Rd ",15.351171,75.126191,10,6,8,1,TRUE,TRUE,TRUE
239,Uma complex,Kerala,Chennai,"No 14, Professors colony extn, Indian airforce road, East Tambaram",12.9149033,80.1266472,9,9,8,2,FALSE,FALSE,TRUE
240,"Coffee King, Adajan",Kerala,Surat,"1,2. Abhinandan Heights, Nr.madhuvan circle, LP Savani Rd, Adajan Gam, Adajan, Surat, Gujarat ",21.1917016,72.7900328,4,4,1,2,FALSE,TRUE,TRUE
241,Oyo Townhouse 278 Rohini,Kerala,Delhi,"6-A, Pocket 27, Sector-24, Rohini, Delhi, 110085, New Delhi, Delhi",28.7328878,77.0841225,8,2,3,1,TRUE,TRUE,TRUE
242,Ather Space Jaipur,Kerala,Jaipur,"BL Tower, 2, Tonk Rd, near Sanghi Farm, Durgapura",26.854201,75.794615,9,7,6,6,TRUE,TRUE,TRUE
243,"Ather Space, Lajpat Nagar",Kerala,Delhi,"A-32, Feroze Gandhi Rd, Lajpat Nagar II, Delhi ",28.5705131,77.2368888,7,7,2,4,FALSE,TRUE,TRUE
244,HiLite Mall,Kerala,Calicut,"G1003, NH 66, Kozhikode Bypass, Poovangal, Kozhikode, Kerala ",11.248533,75.8334487,8,2,1,5,TRUE,TRUE,TRUE
245,Zozoz Pizzeria,Kerala,Hyderabad,"Rd Number 45, opposite Khazana, CBI Colony, Jubilee Hills, Hyderabad, Telangana ",17.4306503,78.4020035,5,1,1,1,TRUE,TRUE,TRUE
246,"Heart Cup Coffee, Gachibowli",Kerala,Hyderabad,"Old Mumbai Hwy, next to HP Petrol Pump (Venkatadri Fuel Point, FCI Employees Cooperative Housing Society, Indira Nagar, Gachibowli, Hyderabad, Telangana ",17.4453566,78.3556014,5,3,5,3,TRUE,FALSE,TRUE
247,NAKSHATRA PURE VEG,Kerala,Chennai,"No.93, Bazaar Road, Madipakkam Main Rd, Ram Nagar South, Madipakkam",12.9644294,80.2118897,9,3,7,5,TRUE,TRUE,TRUE
248,Pepper & Tarragon Club Caffe,Gujarat,Hyderabad,"Opposite to Aparna Sarovar, Nalagandla, Telangana ",17.46377,78.3088,4,1,1,1,TRUE,TRUE,TRUE
249,"Ather Space, Trichy",Maharashtra,Tiruchirappalli,"20/C113, 5th Cross, Thillai Nagar,Trichy - 620018",10.8240776,78.684925,5,2,2,3,TRUE,TRUE,TRUE
250,Narahari Silk House,Gujarat,Hyderabad,"18-6-828, Lal Darwaza Rd, Balagunj, Lal Darwaza South, Lal Darwaza, Hyderabad, Telangana ",17.34763,78.475397,7,5,6,4,TRUE,FALSE,TRUE
251,VR Surat,Gujarat,Surat,"Dumas Rd, Magdalla, Surat, Gujarat ",21.1451737,72.7569487,10,2,10,10,TRUE,FALSE,FALSE
252,WeFix Automobile,Delhi,Pune,"Plot no.27(Residential, PCNTDA, Sector 10, Shriram Colony, Bhosari, Pune, Maharashtra ,Bhosari",18.64837725,73.82986626,4,4,1,1,FALSE,TRUE,TRUE
253,The Vizag Drive In,Delhi,Visakhapatnam,"4-72-12, Beach Road, next to BPCL Petrol Bunk, Lawsons Bay Colony, Visakhapatnam, Andhra Pradesh ",17.7314545,83.3405749,4,1,1,1,TRUE,TRUE,TRUE
254,"Ather Space, Visakhapatnam",Maharashtra,Visakhapatnam,"Railway New Colony Rd, Sri Siddi Enclave, Railway New Colony, Visakhapatnam, Andhra Pradesh ",17.727627,83.2957312,10,10,8,1,FALSE,TRUE,TRUE
255,Hotel Yogi Midtown,Maharashtra,Mumbai,"Plot No DX 12,Thane - Belapur Road D' Zone Bonsari, Village, TTC Industrial Area, Turbhe, Navi Mumbai, Maharashtra ,Thane",19.0640261,73.01971543,6,2,5,1,TRUE,FALSE,TRUE
256,"Breadworld, Jawahar Nagar",Maharashtra,Kochi,"Subhash Chandra Bose Road,  Jawahar Nagar, Kadavanthra,  Ernakulam, Kerala ",9.9721366,76.3020765,8,1,3,1,TRUE,TRUE,TRUE
257,"Host The Hospitality Store (Breadworld, Thykoodam)",Haryana,Kochi,"Thykoodam Service Rd, Vyttila,  Thykoodam, Kochi,  Kerala ",9.96185112,76.31884766,8,6,4,1,TRUE,TRUE,TRUE
258,"Breadworld, Mavelipuram",Haryana,Kochi,"7/5 1 6- 1, 2, 3,  Seaport u2013 Airport Rd, Mavelipuram, Kakkanad, Kerala ",10.0231762,76.3411644,6,1,5,4,TRUE,FALSE,TRUE
259,"Breadworld, Petta",Haryana,Kochi,"50/698 pushpamangalam Heritage, petta Maradu Road Near Gandhi Square",9.9449301,76.3354211,9,1,1,2,TRUE,TRUE,TRUE
260,"Ather Space, Kozhikode",Haryana,Calicut,"MCC Cross Rd, Vellayil, Kozhikode, Kerala ",11.264453,75.7773662,6,1,5,3,TRUE,FALSE,TRUE
261,AtherSpace JP Nagar,Maharashtra,Bengaluru,"292, Outer Ring Rd, J P Nagar Phase 5",12.90620397,77.59080954,8,3,4,8,TRUE,TRUE,FALSE
262,Kohinoor MCGM parking,Maharashtra,Mumbai,"Kohinoor Square, Kasaravadi, Dadar, Mumbai, Maharashtra ",19.02460889,72.84282021,7,7,5,3,FALSE,TRUE,TRUE
263,AtherGrid - Bhavsar,Maharashtra,Nashik,"Shop No. 5, ITI Ambad Road Kartikey Nagar Stop, Kamatwade, Nashik, Maharashtra,Kuthwad",19.9782307,73.74685281,6,6,1,4,FALSE,TRUE,TRUE
264,Bhavsar's AtherGrid 2,Maharashtra,Nashik,"18/08, Rajratna Nagar, Pawan Nagar, Nashik, Maharashtra ",19.97144887,73.75590541,7,2,7,6,TRUE,FALSE,FALSE
265,BMC Parking Runwal Greens,Maharashtra,Mumbai," Nahur West, Industrial Area, Bhandup West, Mumbai, Maharashtra",19.1593952,72.945112,5,1,1,2,TRUE,TRUE,TRUE
266,BMC Market Bhandup ,Gujarat,Mumbai,"320, 3rd Floor, BMC Market, Station Road, Bhandup West, next to Dreamz Mall, Bhandup (W, Bhandup East, Mumbai, Maharashtra",19.14477582,72.93714663,6,2,5,3,TRUE,FALSE,TRUE
267,Trichy Sarathas,Maharashtra,Tiruchirappalli,"No. 45, NSB Rd, Teppakulam, Tamil Nadu ",10.8267085,78.6959116,10,10,1,4,FALSE,TRUE,TRUE
268,"Ather space, Indore",Punjab,Indore,"TBC Tower, Geeta Bhawan, AB Road",22.7194463,75.884181,6,2,4,4,TRUE,TRUE,TRUE
